idx,l_angle_knee,r_angle_knee,l_angle_hip,r_angle_hip,back_ground_angle
499,83.72000080636846,75.85532049471092,119.06390883868133,121.34445644221603,10.088552113393229
500,84.27325027576096,73.04495225512387,120.25325397892564,120.74901884843628,7.929068993443752
501,70.46188936259301,59.978915537042404,112.56093705862662,112.4467188526757,14.0704827131155
502,86.6325698130195,74.03764275793434,122.47346515655008,121.74579723350053,8.077250789415071
503,84.33655981911257,73.07679126401916,121.34527319524888,120.65327505421088,8.522284941417947
504,87.36563901137231,76.99793536659763,124.99415062239306,124.94810571674701,7.089200336327382
505,86.48672570928198,75.68804948201708,126.09978412229565,125.5326244952326,5.479164260946405
506,87.07972835409728,77.50302656740688,125.85023073251271,126.67198521181929,5.79055828311612
507,89.54926958435563,73.58146375778588,128.10880326630496,125.95146728295032,5.9083744161844525
508,89.29259404489054,74.77271109235761,129.00083604314187,126.68592018515271,6.576868499997874
509,87.05907067679168,73.81802674196244,129.78453099397328,128.76209927444432,5.783116986095825
510,88.74215019521293,74.86505688529262,131.41003647414277,129.800260768773,3.9136794076966965
511,90.1798658856289,76.21331655771348,131.60768567353728,128.85876748669762,4.214107489768122
512,91.12254990824233,77.57125775405981,133.59403479227578,131.14776310216263,3.545795859653297
513,94.21925716361501,81.14082415037194,135.9006556996783,132.65488957946656,3.2011375861607796
514,93.36808557968783,79.53109755344575,135.7963239504266,132.6766703138894,2.426851577834021
515,92.87703576861435,81.14790943363771,137.07247072991834,135.06536606214135,1.497871154069807
516,94.37898023945424,82.54369889858206,138.1895932589565,137.94781085902252,1.382080439720624
517,95.86863405436043,84.15851932484131,138.49000931671898,137.36544435341847,1.55217543239932
518,94.75365505990047,84.16228512073751,140.12571305923538,139.6512031439377,0.3322029486568964
519,92.68691152744745,83.07695063464419,139.63595484991268,140.25619823287207,0.6070488788429799
520,94.00328134256827,85.11775880530315,142.16316284054545,142.8635462399146,3.2404996303047553
521,92.2294864520107,87.16317096106977,144.60349430327165,145.09149548780186,5.346145826792525
522,93.24733834270494,84.24747420436843,143.58382469828365,143.17602474429592,5.2603725068097
523,90.9302370201305,86.97700446042141,146.0742954668199,147.40678871444123,7.39915820003888
524,88.70944401570439,84.37940198049522,143.7163955208811,144.30670143369434,7.058651019151243
525,93.54482955793235,85.37190052587263,144.33830544289302,146.02348669128952,5.838452836299612
526,90.91276935116065,84.85617554837347,144.60265469796684,146.66533145281974,6.629621051666752
527,90.35220635169026,89.53462557493913,144.88970560872767,147.2806726611745,6.936370007221634
528,91.30902700693603,89.68700410837363,141.99081486638008,144.04068596919322,3.7271209092064512
529,91.25103877177003,90.19866143496324,143.34636685156676,146.2949434683379,5.876768794177093
530,91.14412912444472,87.35601232966893,146.3607629116642,145.78163508194513,7.658232854834918
531,88.208210216672,85.2844295216822,145.9844201819176,145.78939546695108,9.131337088384258
532,83.32991326247938,89.1693972281669,134.77617159171635,143.03088002968383,3.3273600731895785
533,84.91460688221014,91.12428408705917,136.8060377896291,144.66858899166698,4.368434241472937
534,83.21657123553108,86.61147831305325,136.69578207818924,139.30329887425123,3.8088864455732008
535,85.1437494006549,90.94281115863298,135.65564282877162,144.5343179317255,2.007881379689155
536,92.94532303488005,94.49180899649431,142.97812043136383,145.80440486296797,4.625557615380161
537,89.63027417271913,94.74798221404765,135.28151225298916,145.48021846089804,1.5112344849192996
538,92.22012375712538,93.66340873633652,141.45049224908053,145.00433254010582,3.133729363424876
539,86.70089192883607,89.75796687393529,136.05903477279656,140.02438667154203,3.4666306166501966
540,82.25945575534689,89.58182366335015,132.5832409223109,139.26202718314545,2.499089950981688
541,93.57286104729805,94.61052116085656,143.9450556554724,147.06772857463545,6.284372753656724
542,90.36499253089954,96.64551472314874,139.93239547386494,148.62483056927465,4.700662264419517
543,87.88019935730544,91.34927789249626,138.47884602545088,142.39278692605978,3.802770768608096
544,85.25097917821293,88.90477995794366,138.30135334709686,141.21023436832985,4.49772753396796
545,84.84404775537796,92.6723114505214,134.39565391419944,144.63612658966025,2.000424983485438
546,85.31416383818208,92.25449507243114,134.28002747592078,144.10158735411096,2.270109161471333
547,90.38263927958646,92.0526667343516,141.00585828938725,142.94129025249006,4.134913188074705
548,84.64851991574447,88.56970203635443,137.17812320644123,139.70079275941166,3.4293203737067284
549,87.14583514479706,89.84017479771468,140.84971847796575,141.51571781958373,4.4087860428959225
